Gene_symbol	NCBI gene ID	Naive	iTreg	nTreg	Th1	Th2	Th17
1700012A03Rik	76382	0.0	0.0	0.0	0.0	0.0	0.0
1700012B07Rik	69324	0.03910815	0.01846595	0.14556825	1.1014620500000003	0.155562635	0.36819045000000006
1700012B09Rik	69325	0.0	0.0	0.0	0.0	0.0	0.0
1700012P22Rik	69364	0.0	0.0	0.0	0.0	0.0	0.0
1700013D24Rik	76921	0.0	0.0	0.0	0.0	0.0	0.0
1700013F07Rik	75504	0.18644465	0.0	0.589126	0.08939210000000003	0.04517425	0.095146
1700013G24Rik	69380	0.0	0.0	0.0	0.0	0.0	0.0
1700013H16Rik	75514	0.0	0.0	0.0	0.0	0.0	0.0
1700014D04Rik	102638268	0.543922	0.0	0.6207883999999999	0.132938	0.0630637	0.26771560000000005
1700015F17Rik	381716	0.0	0.0	0.0	0.0	0.0	0.0
1700015G11Rik	100503036	0.124438	0.0	0.0	0.0	0.0	0.0
1700016C15Rik	69428	0.0	0.0	1.168944	0.0	0.08881635	0.211538
1700016D06Rik	76413	5.264552700000001	0.06892000000000001	5.13763	0.22545	0.337686	2.24974
1700016G14Rik	666145	2.04022	0.0	1.9435850000000001	0.0963657	0.055946	0.737169
1700016H13Rik	74218	0.0	0.0	0.1328945	0.0	0.0	0.0
1700016K19Rik	74230	0.9412385000000001	0.0	0.0	0.1537905	0.15220195	0.05649
1700017B05Rik	74211	52.35651000000001	8.7203695	29.584345000000006	17.2319826	11.7351535	9.7086195
1700017D01Rik	69369	0.34587150000000005	0.003522645	0.031347900000000005	0.02790965	0.02982925	0.22039804999999998
1700017N19Rik	66605	0.0	0.0	0.0	0.0	0.0	0.0
1700018B08Rik	76405	0.8649839500000001	0.0	0.555001745	0.0	0.11791379175	0.02868025
1700018F24Rik	69396	0.0	0.0	0.0	0.0	0.0	0.0
1700018G05Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700018M17Rik		84.17620000000001	14.113835	0.265558	0.4022475	0.7140949999999999	0.060078
1700019A02Rik	69397	0.3504294	0.0158138	0.2538845	0.037488199999999985	0.04839285	1.014406
1700019D03Rik	67080	0.12680600015	3.9123090007499997	1.7029355	0.16406830215	0.1316045	0.339655625
1700019M22Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700019N19Rik	67507	0.0	0.113924	0.0	0.0	0.0	0.0175998
1700020A23Rik	75656	0.122532	0.0	1.0066255	0.17118890000000003	0.174634	0.348895
1700020D05Rik	75555	0.8325145	0.1742765	1.7191200000000002	1.0000595	1.438799	3.39849
1700020L24Rik	66330	3.4531965	1.848971	2.326289	0.5752005	1.2122145	0.5252635000000001
1700020N01Rik		0.0	0.02453595	0.0	0.0	0.0	0.044866500000000004
1700020N15Rik	75509	0.0	0.0	0.0	0.0	0.0	0.0
1700021F05Rik	67851	11.685213000000001	10.484081450000001	19.137251499999998	10.3452985	14.665763	20.758443
1700021F07Rik	72221	0.102832	0.0	0.0	0.0	0.0	0.0
1700022A21Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700022I11Rik	67317	1.1245266	0.0437714	1.6373	0.0415158	0.050698545	1.0942067500000001
1700023F06Rik	69441	1.7303060000000001	0.0	3.821991	0.08723049999999999	0.06909035000000001	1.0690015
1700024B05Rik		0.0	0.0	0.0	0.0	0.0	0.00975527
1700024G13Rik	67085	0.0	0.0	0.0	0.0	0.0	0.0
1700024J04Rik		6.383205	0.03651415	1.847405	0.25452600000000003	0.3563385	0.599915
1700024P04Rik	69382	0.0	0.0	0.0	0.0	0.0	0.0504
1700025B11Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700025C18Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700025F22Rik	69416	0.0	0.0	0.0	0.0	0.0377399	0.0
1700025G04Rik	69399	9.134405150000001	6.783726999999999	5.3295128	67.0903685	2.6205608000000002	42.1339685
1700028B04Rik		1.5523	0.258538	6.149520000000001	0.20536225	0.1817097	4.554564999999999
1700028J19Rik		2.858349	0.181529	1.7352850000000002	0.49963199999999997	0.4005679	1.3222871999999999
1700028K03Rik	76421	0.64481725	0.0	0.319698	0.041983900000000005	0.037420999999999996	0.214475
1700028P14Rik	67483	0.0	0.0	0.0	0.0	0.0	0.0
1700029F12Rik	66479	1.6407500000000002	0.128661	0.7644945	0.05908025	0.19388675	0.5083531
1700029H14Rik	66501	14.6425600002	0.0	18.427309	0.1116455	1.688903903	0.126677
1700029I15Rik	75641	1.9752025	3.775302	9.896421499999999	1.2187299999999999	1.35907	3.1845404999999998
1700029J07Rik	69479	0.608412	0.42047995	0.9845590550000001	0.1411682	0.18086955	0.9204725
1700029P11Rik	66346	0.34357950000000004	0.008556	0.3009345	0.01841665	0.014566	0.0644958
1700030C10Rik		1.674235	12.0555155	0.494073	4.4697375	5.7653419999999995	3.5240525000000003
1700030J22Rik	69528	0.2296663	0.2993446	0.235136	0.24423045	0.1087759	0.23400300000000002
1700030K09Rik	72254	1.6121135	3.601113	15.3060885	3.4526240000000006	3.2671090000000005	6.951653
1700031F05Rik	73300	0.0	0.0	0.0	0.0	0.0	0.0
1700031M16Rik		0.0	0.08431749999999999	0.0	0.0	0.0	0.0
1700034E13Rik	78414	0.0	0.0	0.0	0.0	0.0	0.0
1700034I23Rik		0.24174455	0.2707825	0.06565	0.02012505	0.02115145	1.19741
1700034J05Rik	73344	0.222777	0.00386633	0.066436	0.0	0.003989105	1.0277550500000001
1700037C18Rik	73261	4.795484500000001	5.552446	10.0512	4.5014605	4.5186898353	6.967231
1700037H04Rik	67326	18.0003351595	48.61855895	21.099215	23.1270625	16.0577275	23.7793755
1700040F15Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700042G07Rik	67323	0.0	0.0	0.0	0.0	0.0	0.0
1700047I17Rik2	100101807	0.0	0.0	1.29803	0.0	0.0	11.9976
1700049E17Rik1	666214;100041722	0.0	0.0	0.0	0.0	0.0	0.0
1700049L16Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700056E22Rik	73363	39.5261	3.102982	8.30022	2.6757845	9.136130000000001	0.774415
1700057G04Rik	78459	2.257875	0.0	0.591298	0.39402000000000004	0.610017	1.3911555
1700061G19Rik	78625	1.0145063	0.4268311	1.0592994999999998	0.2041065	0.3328465	0.7259085000000001
1700063K16Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700064H15Rik		0.2513455	0.0	0.5650459999999999	0.3216735	0.159896	1.90389
1700065I16Rik		0.1978755	0.0	1.0182935	0.0	0.0	0.0583175
1700066B19Rik	73449	0.11652	0.3583525	0.6836169999999999	3.01366	0.844456	2.5621840000000002
1700066M21Rik	73467	5.498215500000001	7.147397	3.3000255000000003	9.598685	6.645359999999999	9.0597755
1700067K01Rik	73453	0.566261	1.3842685000000001	0.6877739999999999	0.25714265000000003	0.3470631	1.940769
1700067P10Rik	68224	0.0	0.0	0.0	0.0	0.0	0.0
1700069L16Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700071K01Rik	237880	0.0	0.059148900000000004	0.0	0.0	0.0	0.0
1700073E17Rik		0.038539449999999996	0.772429	0.0	0.133275	0.21870595	0.0812268
1700074P13Rik	73481	0.0	0.0	0.0	0.0	0.0	0.0
1700080E11Rik	73532	0.0	0.0	0.0	0.0	0.0	0.0
1700080O16Rik	74279	0.0	0.0	0.0	0.0	0.0	0.0
1700084J12Rik		0.120055	0.109244	0.118626	0.0	0.0	0.0352086
1700084M14Rik		0.0	0.0	0.0	0.0	0.0	0.0
1700086D15Rik		0.0	0.0	0.0	0.0	0.0	0.0281531
1700086L19Rik		0.0	0.0	0.0	0.0	0.0	0.032676
1700088E04Rik	27660	4.47917065	2.5540969000000002	7.064733	0.84778211	1.8187720500000002	5.153212735
1700091H14Rik		0.0	0.284986	0.0	0.0	0.0	0.0
1700092M07Rik	74307	3.250128	0.232129	2.0663475	0.731933	0.26863400000000004	2.6495985
1700093K21Rik	67358	8.4321485	0.0	4.174000000000001	0.0440606	0.04074395	0.98957935
1700102P08Rik	112418	6.048965	0.8602810000000001	4.335041	0.5765530000000001	1.054589	1.3049165
1700109H08Rik	77036	26.987178	19.71155405	34.550115	10.816546500000001	10.839273	35.335635
1700113H08Rik	76640	0.0	0.0	1.0960675	0.0	0.0	0.0
1700122O11Rik	76651	0.0	0.0	0.0	0.08795499999999999	0.044020300000000005	0.0
1700123K08Rik	76658	0.0789585	0.138083	0.257641	0.0	0.0	0.0
1700123L14Rik		0.2067869	0.0	0.034201550000000004	0.0	0.014926850000000004	0.007681950000000002
1700123O20Rik	58248	63.25941350000001	40.8057205	36.056845	35.839515500000005	35.1959	41.534092
1700125H20Rik	73634	0.0	0.0	0.1265145	0.0	0.02648	0.056501
1700128F08Rik		3.1350750000000005	0.10496815	1.96792	0.254716	0.16392099999999998	1.8559999999999999
1700129C05Rik	67932	0.6911093	0.0	0.1672205	0.0	0.1306425	2.2043597
1810009A15Rik	66276	24.53165	93.3064665	50.448955	46.461439999999996	58.39792500000001	70.62102149999998
1810009J06Rik	73626	0.0	0.0	0.0	0.0	0.0	0.0398707
1810010D01Rik		3.4876055	2.6510615	2.1455575	1.371939	1.859677	0.29836050000000003
1810010H24Rik	69066	0.343273	0.6413445	1.9807549999999998	0.484068	0.555493	1.0012414
1810011H11Rik	69069	0.0	0.5094853	6.393688175	0.6708185	7.198784	0.0
1810013L24Rik	69053	57.2256	3.70496	23.6126	17.3125	15.94115	21.329850000000008
1810014B01Rik		6.74099	19.6090631	7.011504	2.5486206525000004	3.6319292500000007	6.798820399999999
1810018F18Rik		0.54960295	0.0	0.0	0.1305877	0.00930385	0.17156159999999998
1810022K09Rik	69126	87.12525725	72.108795	67.23725400000001	97.14893000000001	105.808413	411.49486
1810024B03Rik	329509	0.4448329	0.65354805	1.0619715	0.36490100000000003	0.41589115	1.3043985
1810030O07Rik	69155	21.956599999999998	18.3487	27.7423	24.25055	22.40975	38.9912
1810032O08Rik		75.13315315	24.4720655	53.582835	15.513436500000001	22.310682	43.89839
1810037I17Rik	67704	16.70595	45.4209	31.323	63.315400000000004	45.2455	90.96705
1810041L15Rik	72301	0.075254	0.0	0.016824799999999997	0.016943025	0.007207369999999999	0.04413525
1810043G02Rik	67884	11.188912	31.8024081	11.132265499999999	5.96341541	2.6962649499999998	6.4772574
1810046K07Rik	69809	0.0	0.0126105	0.04703525	0.0	0.0	0.35894550000000003
1810049J17Rik		127.21005000000001	182.58355	4.605095	56.5269	56.0392	0.50858
1810055G02Rik	72056	7.371400000000001	4.116535	6.77139	8.246455000000001	2.26746	14.9764
1810062G17Rik	72282	0.6812645	0.7370604999999999	1.699785	0.8671015	0.6884745000000001	1.16027
1810065E05Rik	69864	0.0	0.0	0.0	0.0	0.0	0.0
2010003K11Rik	69861	0.0	0.05951925000000001	0.0	0.0161908	0.0	0.0
2010005H15Rik	76770	4.889825	0.12979050000000003	1.8953600000000002	3.480523	4.086529	14.170655
2010010A06Rik		1.48217205	1.3242200000000002	0.10508800000000004	0.07605719999999999	0.0873515	0.762524
2010106E10Rik	67715	0.0	0.0	0.0	0.0	0.0	0.0
2010107E04Rik	70257	93.7964875	380.36474450000003	420.07247	615.8884810000001	614.8587754999999	733.4095540000001
2010109A12Rik	75610	1.0358705	0.7830195	0.420902	0.9874534	2.2481905	1.973935
2010109I03Rik	67038	1.6212685	1.601947	7.343081	0.20235590575	0.2142705	2.129245
2010111I01Rik	72061	212.4636742	152.5769454225	183.09248860000002	64.0040927	83.7513051	241.371227
2010300C02Rik	72097	0.55182735	0.606701095	1.0934949999999999	1.716358	0.27021955	1.03497795
2010315B03Rik	630836	3.6011255	3.3289157	9.450555999999999	7.022164000000001	7.50732	10.4608145
2200002D01Rik	72275	8.055814999999999	4.74521715	7.01144	1.5908354999999998	1.4578980000000001	2.199635
2200002J24Rik	69147	0.0	0.0	0.0	0.0	0.0	0.071088
2210010C04Rik	67373	0.2391185	0.0	0.31510335	0.10606700000000002	0.0643533	0.13383555
2210011C24Rik	70134	0.0	3.8712534	1.18044	4.6373619999999995	3.0129140000000003	0.93807155
2210016F16Rik	70153	6.28237	21.438650000000003	15.119	13.99915	16.75355	19.6418
2210016L21Rik	72357	26.011975	79.89737	19.11213	14.809991	16.4638615	25.49962
2210017I01Rik		4.800405	0.0	2.27484	0.845374	1.9879950000000002	3.079805
2210407C18Rik	78354	0.0	0.549625	0.0	0.0	0.0	0.0
2210408I21Rik	72371	1.2009891	0.65949035	1.36412385	1.0841916999999999	0.52370935	2.912557
2210409E12Rik		0.0	0.0	0.0	0.0	0.0	0.0
2210418O10Rik	100504263	1.26110725	0.4402495	1.8976951	1.3313905	1.9555039499999998	4.4957043500000005
2300002M23Rik	69542	0.0	0.0	0.0	0.0	0.0	0.0
2300003K06Rik	100502865	0.0	0.0	0.0	0.0	0.0	0.0
2300009A05Rik	69478	12.859691999999999	55.923145	17.946709	29.454375	20.671934	13.345581499999998
2310002L09Rik	71886	0.0	0.0	0.0	0.0	0.0	0.0
2310003L06Rik		0.0	0.0	0.0	0.0	0.0	0.0
2310007B03Rik	71874	0.0	0.0	0.0	0.0	0.0	0.04477505
2310009B15Rik	69549	11.93604585	31.14340095	6.953272	14.920993500000002	15.7803605	11.97138
2310011J03Rik	66374	12.39903	38.526349999999994	36.28475	32.4327	36.1004	25.673099999999998
2310022A10Rik	66367	30.6458058	12.3789316185	32.966021590349996	16.967223	12.5769045	26.417022000000003
2310022B05Rik	69551	2.48977	4.416525	3.25346	6.71815	4.132545	7.13396
2310030G06Rik	66952	0.0	0.0	0.0	0.0	0.0	0.0
2310033P09Rik	67862	38.39125	21.04285	37.89645	11.130700000000001	11.028400000000001	17.43335
2310034C09Rik	117172	0.0	0.0	0.0	0.0	0.0	0.0
2310034G01Rik		0.0	0.0	0.4439345	0.16735899999999998	0.1595645	0.47289099999999995
2310035C23Rik	227446	51.66526556795001	28.689406249999998	39.16509053975	21.74515865	27.145142900000003	48.7936465
2310039H08Rik	67101	7.132129999999999	32.9922	21.454349999999998	11.205885	13.04315	11.3634
2310046K23Rik		0.03246175	0.0	0.0	0.0	0.0	0.0
2310050C09Rik	66533	0.0	0.0	0.0	0.0	0.0	0.0
2310057J18Rik	67719	0.0	0.0	0.0	0.050300700000000004	0.0	0.0547186
2310057M21Rik	68277	22.325779999999998	11.094711599999998	22.828818	6.5978782	4.8239745	15.765809999999998
2310057N15Rik	69696	0.0	0.0	0.0	0.0	0.04355160000000001	0.039837550000000006
2310061I04Rik	69662	32.62201800000001	121.19124688655	32.922165	17.6202665	23.7160535	53.82674
2310061N02Rik	69661	0.0	0.0984675	0.0	0.0	0.0	0.0
2310079G19Rik	69699	0.0	0.0	0.0	0.0	0.0	0.0
2410002F23Rik	668661	146.30770913455	56.905984150500004	87.703838135	13.9116825	36.132943500150006	69.57793199999999
2410004B18Rik	66421	47.457204000000004	51.52722974975	25.549876384	11.440293	13.6705295	22.1330805
2410004P03Rik	73667	3.5509399999999998	0.8792519999999999	2.787019	0.917231	0.6937155	1.61616
2410015M20Rik	224904	34.1556	82.5815	204.51999999999998	84.7648	106.43950000000001	54.00685
2410024N13Rik		1.015418	0.0623665	0.8411975	0.2649955	0.333671	1.2638085000000001
2410089E03Rik	73692	48.692043600000005	2.1050545	32.700618000000006	5.5787059	5.047201200000001	27.661071999999997
2410131K14Rik	76792	8.294255	1.347025	6.633675	2.1501	3.53386	3.921385000000001
2410137M14Rik	76797	0.030051549999999993	0.0	0.0	0.0	0.33428	0.0
2410141K09Rik	76803	0.34584741500000005	0.0	0.07301535	0.3599384	0.054134849999999984	0.38558600000000004
2510002D24Rik	72307	62.648555	70.38178545	71.09134499999999	13.231925	21.8462505	31.55585
2510009E07Rik	72190	1.2080250000000001	0.213881	3.494565	3.106845	0.0336141	0.7125735
2510039O18Rik	77034	48.19255	38.85955	29.656750000000002	61.70555	50.78545	31.035
2610001J05Rik	66520	10.0449295	18.150782	20.6339815	34.14933450000001	28.489863	34.433204
2610002M06Rik	67028	4.2374865	2.194477	6.40264	6.0411105	5.24408	8.094995
2610005L07Rik		98.1987	2.9764250806	67.91935	28.861015000000002	23.141240000000003	31.72225
2610008E11Rik	72128	6.796470500000002	2.110352	5.7076774	3.2705183	4.0280327499999995	6.923274
2610021A01Rik		37.929924	4.526035000000001	34.371663999999996	6.035436750000001	7.479067000000001	18.0230195
2610024D14Rik		11.055215000000002	0.0	23.398249999999997	0.654588	1.1779175	16.224700000000002
2610028H24Rik	76964	0.0432209	0.0148949	0.0	0.03158	0.036750849999999995	0.055416099999999996
2610042L04Rik	554327	0.0	0.1045095	3.8953810000000004	0.0	0.0	0.0679035
2610044O15Rik8	72139	11.4783335	11.4946815	17.5413145	21.098995000000006	22.180284999999998	36.082629999999995
2610301B20Rik	67157	1.4498260000499998	7.648479499999999	4.3042465	11.7471955	3.2623699999999998	23.4732945
2610318N02Rik	70458	1.9783140000000001	7.019885	7.328094999999999	14.958155000000001	4.993914999999999	18.481875
2610507B11Rik	72503	79.569335	30.337115	52.910595449149994	62.1462985	73.335851	149.75464499999998
2610524H06Rik	330173	6.845975	6.893350000000001	15.627500000000001	13.374749999999999	10.5203	22.238599999999998
2610528A11Rik	70045	0.21819550000000004	0.057917	0.3278375	0.09305530000000001	0.215836	0.6489779999999999
2610528J11Rik	66451	0.0	0.0	0.0	0.0	0.0	0.0
2700049A03Rik	76967	8.205745	1.9112655	3.504505	7.2112885	2.492394	9.8291325
2700062C07Rik	68046	10.47249	10.32272	13.17655	14.10315	12.87255	28.6219
2700081O15Rik	108899	2.5575077	1.7752750000000002	3.366768	0.5272403	1.13226265	7.8099221
2700097O09Rik	72658	11.2420035	3.7779715000000005	8.914919999999999	4.8409365	3.867044	17.781190000000002
2700099C18Rik		6.2184773	7.6768754999999995	3.770343	13.1420035	7.379706499999999	41.25779
2810004N23Rik	66523	16.3937085	10.194865	19.977345	11.467895	12.819608	27.340445
2810006K23Rik	72650	2.7769514500000003	3.158165	5.1872525	4.8087747499999995	3.3989845499999998	10.742357
2810021J22Rik	69944	8.35298	0.9081635000000001	9.7227	3.078793	4.43951	6.38835
2810025M15Rik		0.0	0.8268945000000001	1.6738705	1.571141	0.5713845	4.8284305
2810039B14Rik		2.4227527	11.224678500000003	8.267667600000003	2.6497509	2.0134038	8.14501224
2810047C21Rik1		0.0	0.0449355	0.42841700000000005	0.640636	0.5567925	0.348959
2810403A07Rik	74200	99.8971705	30.704757200050004	45.584378	19.5696725	23.521469500000002	85.40612655
2810408A11Rik	70419	2.5616565	1.4588948	2.6994097662	1.9497985500000001	0.6964085	4.5457336
2810459M11Rik	72792	0.10770925	0.0137551	0.214329235	0.03602855	0.010754725	0.09452460000000001
2810474O19Rik	67246	34.2115394079	33.3754422014	58.75099949999999	30.506743100000005	20.779738000000002	31.372813999999998
2900011O08Rik	67254	0.24733750000000002	0.18604969999999998	0.352697	0.44605114999999995	0.047688845	16.532169
2900026A02Rik	243219	0.2831839	2.6947005	6.154774549999999	2.065620715	0.37643594	1.18701795
2900055J20Rik		0.0	0.0	0.0	0.0	0.0	0.0
2900092C05Rik	73090	0.0	0.0	0.0	0.0	0.0	0.0
3000002C10Rik		2.1422735	0.8626235	2.1263255	0.2304594006	0.49795535	3.392532
3100002H09Rik		0.014736	0.0	0.0	0.0	0.0	0.05817365
3110001I22Rik	67118	23.9052	6.5860389999999995	7.058325	2.2858975	2.9343870013	7.2157824999999995
3110002H16Rik	76482	127.90302	40.3495577397	135.50167500000003	24.299689	37.823308	75.11642499999999
3110009E18Rik	73103	8.311205000000001	6.2876034999999995	22.4678195	9.2444638	9.763281500000002	16.4428435
3110009M11Rik		0.0	0.0	0.0894595	0.0	0.0	0.0
3110018I06Rik		0.0	0.0	0.0770025	0.0	0.0	0.06501405
3110021N24Rik		0.0287244	0.0	0.0	0.0	0.0	0.034521350000000006
3110035E14Rik	76982	0.0060043	0.0	0.0	0.0	0.00368474	0.0
3110040N11Rik	67290	21.970225	67.154665	44.219255000000004	59.3034385	56.031215	54.474565
3110043O21Rik	73205	59.23731954999999	2.8630515	8.3047365	2.54147145005	2.0050808	16.0884895
3110053B16Rik		1.9748050000000001	0.10676600000000004	2.474385	1.242873	0.8797125	1.9133505
3110062M04Rik	78412	2.290128568	4.088449499999999	5.267599499999999	4.121893	3.2115355	7.1933245
3110067C02Rik		0.016897549999999997	0.0	0.1200005	0.0612005	0.08925125	0.351078
3110070M22Rik		2.6383550000000002	0.41056850000000006	0.6553495	0.5320015	0.42891500000000005	1.052934
3110079O15Rik	73234	0.0	0.0	0.0	0.0	0.0	0.0
3110082I17Rik	73212	2.56839	7.504709	8.783611999999998	3.9522294000000002	1.48680215	11.3914515
3110082J24Rik	433868	0.0	0.0	0.0	0.0	0.0	0.0
3300002I08Rik	69277	2.71448225	0.6760225000000001	3.9830535	2.5246909	2.67756145	4.5009225
3425401B19Rik	100504518	0.003500915	0.0	0.0	0.0	0.0	0.0
3632451O06Rik	67419	2.6537245	0.0	3.3044108000000003	0.06691065	0.0611814	1.8283202
3830403N18Rik	70691	0.1225455	0.70227	1.1459359999999998	1.0096135	1.201025	1.959445
3830406C13Rik	218734	7.4911985027500005	25.41834615365	14.1401225	32.25846645	19.6267764	47.787441
